"adult","budget","cast","genres","id","keywords","original_title","overview","popularity","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","0","Kristen Riter; Matthew Goldsby; Jerry Belson; Joe Flood; Mimi Weddell; Joe Talarowski; Carl Jacobs; Oscar James; Robyn Flanery","Comedy; Horror; Mystery","21515","countdown; parody; slasher; horror spoof; rubber chicken; lurker","Student Bodies","Director Mickey Rose's zany send-up of teen slasher flicks features a maniacal psycho known as the Breather (played by Jerry Belson), who stalks –and murders– promiscuous students at a suburban high school. The fanatical killer's unusual weapons include paper clips, blackboard erasers and eggplants. Kristen Riter, Matthew Goldsby, Joe Flood, Kevin Mannis and Sara Eckhardt head the cast.","2.142083","Paramount Pictures","United States of America","1981-08-07","0.0","86.0","English; Français","Released","13½ Murders + 1423 Laughs = Student Bodies","Student Bodies","5.6","25.0"
"False","0","Lon Chaney Jr.; Anne Gwynne; Evelyn Ankers; Ralph Morgan; Elisabeth Risdon; Lois Collier; Harry Hayden; Elizabeth Russell; Phil Brown; Kay Harding","Mystery; Thriller","64076","voodoo; b movie; radio series","Weird Woman","While on a South Seas trip, a professor falls in love with marries an exotic native woman. What he doesn't know is that she was raised by superstitious natives who believe her to be some kind of supernatural being.","0.505014","Universal Pictures","United States of America","1944-03-02","0.0","64.0","English","Released","MURDER STRIKES WITH VELVET CLAWS!","Weird Woman","6.5","8.0"
"False","0","Lee Byung-hun; Lee Mi-yeon; Lee Eol; Park Sun-young; Kang Ye-won","Drama; Thriller; Mystery; Romance; Foreign","67025","","중독","Two brothers get into a sudden tragic accident and they both fall into a coma at the same time. A year later, the younger brother Dae-jin wakes up believing he is his older brother Ho-jin.","0.256316","","South Korea","2002-10-18","0.0","110.0","한국어/조선말","Released","","Addicted","5.8","6.0"
"False","0","Isabelle Adjani; Alain Souchon; Suzanne Flon; Jenny Clève; Evelyne Didi; Maria Machado; Jean Gaven; François Cluzet; Manuel Gélin; Roger Carel; Michel Galabru; Marie-Pierre Casey; Cécile Vassort; Edith Scob; Virginie Vignon; Martin Lamotte; Yves Afonso; Raymond Meunier; Jacques Dynam; Jacques Nolot; Patrice Melennec; Daniel Langlet; Maïwenn; Max Morel","Mystery; Drama","9041","abandoned house; murder; summer; sensuality","L'Été meurtrier","In spring 1976, a 19-year-old beauty, her German-born mother, and her crippled father move to the town of a firefighter nicknamed Pin-Pon. Everyone notices the provocative Eliane. She singles out Pin-Pon and soon is crying on his shoulder (she's myopic and hates her reputation as a dunce and as easy); she moves in with him, knits baby clothes, and plans their wedding. Is this love or some kind of plot? She asks Pin-Pon's mother and aunt about the piano in the barn: who delivered it on a November night in 1955? Why does she want to know, and what does it have to do with her mother's sorrows, her father's injury, this quick marriage, and the last name on her birth certificate?","1.786832","TF1 Films Productions","France","1983-05-11","0.0","130.0","Français","Released","","One Deadly Summer","7.1","28.0"
"False","0","Thomas McHugh; Fred Newman; Chris Phillips; Constance Shulman","Animation; Family; Comedy","16508","journalism; dance; daydream; friendship; pollution; cartoon; number in title; kids and family; valentine","Doug's 1st Movie","Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.","2.924948","Walt Disney Pictures","United States of America","1999-03-26","0.0","77.0","English","Released","You'll Dig Doug!","Doug's 1st Movie","5.4","22.0"
"False","27000000","Michael Keaton; Kelly Preston; Mark Addy; Joseph Cross; Henry Rollins; Mika Boorem; Andrew Lawrence; Eli Marienthal; Will Rothhaar; Taylor Handley; Paul F. Tompkins; Dweezil Zappa; Jay Johnston; Googy Gress; Wayne Federman; Trevor Rabin; Moon Unit Zappa","Comedy; Family; Drama; Fantasy","9745","holiday; loss of lover; christmas party; loss of father; loss; snowman","Jack Frost","A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.","7.372419","Warner Bros.; Azoff Entertainment; The Canton Company","United States of America","1998-12-10","0.0","101.0","English","Released","Jack Frost is getting a second chance to be the world's coolest dad... if he doesn't melt first.","Jack Frost","5.5","254.0"
"False","0","Lola Gave; Axel Holst; Andreas Pape; Annika Strauss; Matthan Harris; Daniel Faust; Martina Schöne-Radunski; Denis Lyons; Lucia Wolf; Milton Welsh; Désirée Giorgetti; Kristina Kostiv; Rüdiger Kuhlbrodt; Magdalena Ritter; Katja Bienert; Stephen Patrick Hanna; Florian Kleine; David Brückner; David Masterson; Jörg Buttgereit; Andreas Marschall; Michal Kosakowski","Mystery; Action; Horror; Fantasy","252596","","German Angst","Horror anthology consisting of three episodes directed by Jörg Buttgereit, Andreas Marschall and Michal Kosakowski.","1.808086","Kosakowski Films","Germany","2015-01-24","0.0","111.0","English; Deutsch; Italiano; Polski; Український","Released","Love. Sex. Death.","German Angst","5.9","11.0"
"False","0","Toni Collette; Ioan Gruffudd; Maurice Cole; Richard E. Grant; Anne Reid; Daisy Beaumont; Bobby Smalldridge; Tim Beckmann; Haruka Kuroda; Hayley Mills; Jeremy Child","Comedy; Drama; Family","81232","","Foster","Some years after their son is killed, a married couple decide to adopt a child. One day a 7-year-old boy, Eli, unexpectedly arrives on their doorstep and things take a strange turn.","2.347008","Kintop Pictures; Reliance Big Pictures; StarLight Films","United Kingdom","2011-02-10","0.0","90.0","English","Released","A family opens its door to a miracle.","Foster","6.7","25.0"
"False","0","Ally Sheedy; Steve Guttenberg; Fisher Stevens; Austin Pendleton; G. W. Bailey; Brian McNamara; Tim Blaney; Marvin J. McIntyre; John Garber; Penny Santon; Vernon Weddle; Barbara Tarbuck; Tom Lawrence; Fred Slyter; Billy Ray Sharkey; Robert Krantz; Jan Speck; Marguerite Happy; Howard Krick; Marjorie Card Hughes; Herb Smith; Jack Thompson; William Striglos; Mary Reckley; Shay McLean; Eleanor C. Heutschy; Actor Sergio Kato","Comedy; Family; Science Fiction","2605","artificial intelligence; lightning; robot","Short Circuit","After a lightning bolt zaps a robot named Number 5, the lovable machine starts to think he's human and escapes the lab. Hot on his trail is his designer, Newton, who hopes to get to Number 5 before the military does. In the meantime, a spunky animal lover mistakes the robot for an alien and takes him in, teaching her new guest about life on Earth.","12.171218","PSO International; David Foster Productions; TriStar Pictures","United States of America","1986-05-09","40697761.0","98.0","English","Released","Something wonderful has happened... No. 5 is alive!","Short Circuit","6.4","535.0"
"False","27000000","Rufus Sewell; William Hurt; Kiefer Sutherland; Jennifer Connelly; Richard O'Brien; Ian Richardson; Bruce Spence; Colin Friels; John Bluthal; Mitchell Butel; Melissa George; Frank Gallacher; Ritchie Singer; Justin Monjo; Nicholas Bell; Satya Gumbert; Noah Gumbert; Frederick Miragliotta; Jeanette Cronin","Mystery; Science Fiction","2666","soul; sleep; manipulation; future; dystopia; chaos; memory; duel; parallel world; tech noir; matrix; neo-noir; retrofuturism","Dark City","A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.","12.851984","New Line Cinema; Mystery Clock Cinema","Australia; United States of America","1998-02-27","27200316.0","100.0","English","Released","A world where the night never ends.","Dark City","7.2","838.0"
"False","0","Dean Martin; Alain Delon; Joey Bishop; Peter Graves; Rosemary Forsyth; Tina Aumont; Michael Ansara; Linden Chiles; Andrew Prine; Stuart Anderson; Roy Barcroft; Don Beddoe; George Wallace; Kelly Thordsen; John Harmon; Richard Farnsworth; Nora Marlowe","Comedy; Western","52480","texas; native american","Texas Across the River","The Louisiana wedding of debutante Phoebe Ann Naylor to Don Andrea de Baldasar, El Duce de la Casala is stopped by the Cavalry over a matter of honor. Don Andrea flees across the river to Texas, where he meets up with Sam Hollis and his Indian sidekick, Kronk, who are carrying rifles to the town of Moccasin Flats. Don Andrea rescues an Indian maiden, Lonetta, tames some longhorns, competes with Sam for Phoebe's affections, eludes a Comanche war party and the cavalry (who have come to Moccasin Flats to celebrate Texas' statehood) and ultimately saves the town and gets his girl.","0.3214","Universal Pictures","United States of America","1966-10-26","0.0","101.0","English","Released","A Swinging Fun-Romp that Fractures the Frontier!","Texas Across the River","5.7","5.0"
"False","0","Joren Seldeslachts; Melissa Gorduyn; Benny Claessens; Matthias Meersmans; Saskia Aelen","Family; Mystery","218238","","Blinker","A series of mysterious events and the pestering motor gang 'The Red Vampires' turns the idyllic holiday of Blinker and his friends into a thrilling adventure.","0.05235","","","1999-01-01","0.0","90.0","Nederlands","Released","","Blinker","6.0","1.0"
"False","0","Joren Seldeslachts; Melissa Gorduyn; Benny Claessens; Matthias Meersmans; Saskia Aelen","Family; Mystery","218238","","Blinker","A series of mysterious events and the pestering motor gang 'The Red Vampires' turns the idyllic holiday of Blinker and his friends into a thrilling adventure.","0.05235","","","1999-01-01","0.0","90.0","Nederlands","Released","","Blinker","6.0","1.0"
"False","0","Jonas Hartmann; Julia Jeker; Laurin Michael; Marcus Signer; Tonia Maria Zindel; Martin Rapold; Sarah Sophia Meyer; Andrea Zogg; Peter Jecklin; René Schnoz; Herbert Leiser; Leonardo Nigro","Family","338072","","Schellen-Ursli","A boy must brave deep winter snow to obtain an important family keepsake. Before he can even start this difficult journey he must first help his family survive financial ruin, rescue his beloved pet goat, and with his best friend, outwit a bratty bully who seems out to get him at every turn. Will he make it back to the village in time to celebrate the end-of-winter holiday of Chalandamarz?","0.764131","C-Films AG; La Siala Entertainment","Switzerland","2015-10-15","0.0","100.0","Deutsch","Released","","A Bell for Ursli","7.5","3.0"
"False","0","Richard Dix; Irene Dunne; Estelle Taylor; Nance O'Neil; William Collier Jr.; Roscoe Ates; George E. Stone; Stanley Fields; Robert McWade; Edna May Oliver; Judith Barrett; Eugene Jackson; Max Barwyn; Heinie Conklin; Edith Fellows; Otto Hoffman; William Janney; Bob Kortman; Frank Lackteen; Ethan Laidlaw; Dennis O'Keefe; Helen Parrish; Carl Stockdale","Drama; Western","42861","newspaper; oklahoma; frontier; newspaper editor; land rush","Cimarron","When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right.","1.133556","RKO Radio Pictures","United States of America","1931-02-09","0.0","123.0","English; Français","Released","Terrific as all creation!","Cimarron","5.1","22.0"
"False","0","Boris Karloff; Allen Swift; Gale Garnett; Phyllis Diller; Ethel Ennis","Comedy; Family; Horror","17278","frankenstein; spoof","Mad Monster Party?","When Dr Frankenstein decides to retire from the monster-making business, he calls an international roster of monsters to a creepy convention to elect his successor. Everyone is there including Dracula, The Werewolf, The Creature, Dr Jekyll &amp; Mr Hyde and many more. But Frankenstein's title is not all that is at stake. The famous doctor has also discovered the secret of total destruction that must not fall into the wrong hands!","2.151835","Embassy Pictures Corporation; Rankin/Bass Productions; Videocraft International","United States of America","1967-03-08","0.0","95.0","English","Released","It's the Silliest Party of the Year...and you're all invited!","Mad Monster Party?","6.1","15.0"
"False","0","Tyrone Power; Cameron Mitchell; Thomas Gomez; Penny Edwards; Robert Horton; Anthony Earl Numkena; Adeline De Walt Reynolds; Howard Petrie; Stuart Randall","Western","171019","canada; cree indian; mountie; mounted police","Pony Soldier","Duncan MacDonald, a 19th-century Royal Canadian Mountie, has to escort a group of Cree Indians back to their above-the-border reservation. His guide in this endeavor is the not-too-trustworthy half-breed Natayo.","0.821121","Twentieth Century Fox Film Corporation","United States of America","1952-04-01","0.0","82.0","English","Released","Before the covered wagons...Before the charging cavalry...Rode the NORTHWEST MOUNTIE","Pony Soldier","4.9","4.0"
"False","0","George Segal; Goldie Hawn; Conrad Janis; Thayer David; Jennifer Lee Pryor; Sid Gould; Richard Farnsworth","Comedy; Western","54613","con man; wild west; gambler; showgirl; saloon girl","The Duchess and the Dirtwater Fox","A female hustler is chasing after rich men, but becomes repeatedly mixed up with a suave con man and card shark through a series of misadventures before falling in love with him.","1.36669","Twentieth Century Fox Film Corporation","United States of America","1976-04-01","0.0","103.0","English","Released","Once upon a time, If the rustlers didn't get you, the hustlers did.","The Duchess and the Dirtwater Fox","5.7","12.0"
"False","0","Michel Serrault; Isabelle Adjani; Guy Marchand; Stéphane Audran; Macha Méril; Geneviève Page; Sami Frey; Dominique Frot; Patrick Bouchitey; Michel Such; Jean-Claude Brialy; Jeanne Herviale; François Bernheim; Isabelle Ho; Gilberte Lauvray","Crime; Mystery","62981","suspense","Mortelle randonnée","Beauvoir, lonely, aging private detective, is put on the bloody track of beautiful Catherine Leiris who kills and robs her rich husband(s) on their wedding night. Although he never approaches her directly, he follows her and increasingly feels to be telepathically connected to her, because she reminds him of his daughter he never met. After he led a blind artist, Catherine's truly beloved spouse, into a bus accident, she makes a living by bank robbery with young Betty till Betty gets shot. Alone again, Catherine leads a sad, uneventful life as a waitress, when she meets her follower.","0.90394","TF1 Films Productions; Téléma Productions","France","1983-03-09","0.0","120.0","Français","Released","","Deadly Circuit","6.2","10.0"
"False","0","Maurice Chevalier; Hayley Mills; George Sanders; Wilfrid Hyde-White; Michael Anderson Jr.; Antonio Cifariello; Wilfrid Brambell; Jack Gwillim; Ronald Fraser; Norman Bird; George Murcell; Inia Te Wiata; Mark Dignam; Michael Wynne; David Spenser; Milo Sperber; Roger Delgado; Barry Keegan; Maxwell Shaw; Andreas Malandrinos; Keith Hamshere; Joss Ackland","Action; Adventure; Drama; Family","34774","jules verne; shipwreck","In Search of the Castaways","In Search of the Castaways is a 1962 Walt Disney Productions feature film starring Hayley Mills and Maurice Chevalier in a tale about a worldwide search for a shipwrecked sea captain. The film was directed by Robert Stevenson from a screenplay by Lowell S, Hawley based upon Jules Verne's 1868 adventure novel Captain Grant's Children.","2.679615","Walt Disney Productions","United States of America","1962-12-01","0.0","98.0","English","Released","A Thousand Thrills, And Hayley Mills!","In Search of the Castaways","6.2","20.0"
"False","45000000","Martin Lawrence; Wendy Raquel Robinson; Breckin Meyer; Horatio Sanz; Patrick Warburton; Oren Williams; Megan Mullally; Eddy Martin; Steven Christopher Parker; Steven Anthony Lawrence; Logan McElroy; Gus Hoffman; Cody Linley; Alex Vojdani; Cole Evan Weiss; Alia Shawkat; Hailey Noelle Johnson","Comedy; Family","7233","trainer; college; training; sport; basketball; school","Rebound","An acclaimed college hoops coach is demoted to a junior varsity team after a public meltdown.","4.373457","Twentieth Century Fox Film Corporation; Robert Simonds Productions; Runteldat Entertainment","United States of America","2005-07-01","16809014.0","103.0","English","Released","A comedy where old school ...meets middle school","Rebound","5.2","96.0"
"False","0","George Hilton; Anita Strindberg; Alberto de Mendoza; Ida Galli; Janine Reynaud; Luigi Pistilli; Tom Felleghy; Luis Barboo; Lisa Leonardi; Tomás Picó; Fulvio Mingozzi","Horror; Mystery; Thriller","16825","male nudity; poison; corruption; sexual obsession; sex; adultery; hotel; killing; detective; hotel room; jealousy; secret; desperation; sun glasses; boat; mass murder; blindness and impaired vision; homicide; camera; blackmail; restaurant; island; television; menace; paranoia; nudity; mask; hat; trauma; wound; window; spanner; passion; suffering; seduction; door; suspicion; bedroom; bed; underwear; night; light; darkness; auto; airplane; support; rage and hate; revelation; sadism; eye; knife; attempt to escape; investigation; inspector; photography; friendship; telephone; police; insanity; alone; chair; stadt; fondling; bikini; blood splatter; dying man; perversion; murder; suspense; dress; rampage; psychopathic killer; slaughter; serial killer; blood; cowardliness; violence; police officer; killer; witness to murder; millionaire; road movie; denunciation","La coda dello scorpione","The Case of the Scorpion's Tail begins with the mysterious death of a millionaire and spirals into the murder of his suddenly rich wife, which draws the attention of a dogged investigator, who follows a trail of blood to the bitter end.","5.913654","Copercines, Cooperativa Cinematográfica; Devon Film","Spain; Italy","1971-08-16","0.0","90.0","Italiano","Released","","The Case of the Scorpion's Tail","7.0","14.0"
"False","0","Naomi Watts; Sam Behrens; Susanna Thompson; Lisa Jakub; David Gallagher","Mystery; Adventure","134308","bermuda triangle; tv movie","The Bermuda Triangle","After a strange storm in the Carribean causes a boat to sink, a family finds itself stranded on an island in the """"27th dimension"""".","0.842615","","","1996-01-01","0.0","96.0","English","Released","","The Bermuda Triangle","6.2","6.0"
"False","0","Billy Connolly","Animation; Family; Fantasy","76346","scotland; golf; disney short; loch ness monster; rubber duck","The Ballad of Nessie","A legendary and friendly creature named Nessie lives happily in a small pond with her friend MacQuack, a rubber duck. When a rich developer takes the pond and land surrounding it to build a miniature golf course, Nessie is forced to search for a new home.","1.527842","Walt Disney Pictures; Walt Disney Animation Studios","United States of America","2011-04-13","0.0","6.0","English; Português","Released","","The Ballad of Nessie","7.3","22.0"
"False","1978000","Richard Roundtree; Moses Gunn; Drew Bundini Brown; Joseph Mascolo; Kathy Imrie; Wally Taylor; Julius Harris; Rosalind Miles; Joe Santos; Angelo Nazzo","Action; Adventure; Crime; Mystery","493","bomb; gambling; helicopter; cemetery; coffin; attempted murder; investigation; observer; blaxploitation; grave digger","Shaft's Big Score!","John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.","0.760855","Metro-Goldwyn-Mayer (MGM); Shaft Productions Ltd.","United States of America","1972-06-08","10000000.0","104.0","English","Released","Last time he was nice. This time he's ice!","Shaft's Big Score!","6.1","7.0"
"False","15000000","Taylor Kitsch; Jennette McCurdy; Carla Gugino; Jason Kravits; James Woods; Tom Green; Jon Heder; Jason Mewes; Jim Breuer","Family; Animation","385722","wedding ring; superhero; robot; proposal; theme park; valentine's day; super villain","Bling","Lowly theme park mechanic Sam dreams about his childhood sweetheart Sue. With the mistaken belief that only a bling ring can win the girl of his dreams, Sam plans the most perfect night to propose to his one true love. But when super villain Oscar shows up with his own evil ring that could destroy the city, Sam’s plans are thrown into utter disarray. Mistaking each other’s rings for their own, Sam teams up with his robot super heroes to track down his engagement ring and save the city… learning that it’s not about the size of the bling, but the size of your heart.","2.930081","Digiart Productions; Celsius Entertainment","South Korea","2016-11-24","0.0","81.0","English","Released","Prepare to engage","Bling","4.8","12.0"
"False","11000000","50 Cent; Forest Whitaker; Robert De Niro; Ryan O'Nan; Matt Gerald; Beau Garrett; Malcolm Goodwin; Robert Wisdom; Dana Delany; Vinnie Jones; Anabelle Acosta; Pedro Armendáriz Jr.; Michael McGrady; Andre Royo; Roger Edwards; LaJessie Smith; Dominique DuVernay; Cassie Shea Watson; Raeden Greer; Jeff Chase; Danny A. Abeckaser; Douglas M. Griffin; Ambyr Childers; Hilary Cruz; Amin Joseph; Shantel Jackson; Phil Laak; Antonio Esfandiari; Jesse Pruett; Javier Carrasquillo; Craig Leydecker; John L. Armijo; Candice Michele Barley; Met Salih; Michelle Torres; Brian Oerly","Mystery; Drama; Action; Crime","122800","bartender; revenge; nypd; kingpin","Freelancers","The son of a slain NYPD officer joins the force, where he falls in with his father's former partner and a team of rogue cops. His new boss, Sarcone, will see if he has what it takes to be rogue through many trials and tribulations of loyalty, trust and respect. When the truth about his father's death is revealed revenge takes him over and he won't stop until justice has been truly served.","5.973229","Grindstone Entertainment Group; Cheetah Vision; Paradox Entertainment; Emmett/Furla Films; Envision Entertainment","United States of America","2012-08-10","0.0","96.0","English; Français","Released","To serve,  protect... and steal.","Freelancers","4.7","68.0"
"False","0","Tom McCamus; Tilda Swinton; Shaun McCann; Gabriel Gascon; Griffith Brewer; Danielle Brooks; Steve Adams; Russell Yuen; Mariah Inger; Laurent Imbault; Lisa Bronwyn Moore; Eric Hoziel; Jessica Paré","Mystery; Science Fiction; Drama","38987","philosophy; brain; murder; another dimension; parallel world; flashback","Possible Worlds","The same man lives out several parallel lives in different """"worlds"""" and in different relationships at the same time.","0.811769","In Extremis Images; The East Side Film Company","Canada","2000-01-01","0.0","93.0","English","Released","","Possible Worlds","5.8","10.0"
"False","0","Katharine Ross; Paula Prentiss; Nanette Newman; Judith Baldwin; Peter Masterson; Tina Louise; Carol Eve Rossen; William Prince; Mary Stuart Masterson; Патрик О’Нил; Dee Wallace; George Coe; Franklin Cover","Horror; Mystery; Science Fiction","12223","suspense; independent film; cult film; stepford wife; duringcreditsstinger; stepford","The Stepford Wives","The urban aspirant photographer Joanna Eberhart moves from Manhattan to Stepford, Connecticut with her family. Her husband Walter Eberhart decided to live in a calm suburb, but Joanna did not like the neighborhood with beautiful and perfect housewives. She becomes friend of Bobbie Markowe and Charmaine Wimperis, and when they change Joanna tries to escape.","3.94547","Palomar Pictures; Fadsin Cinema Associates","United States of America","1975-02-12","0.0","117.0","English","Released","Something strange is happening in the town of Stepford.","The Stepford Wives","6.7","79.0"
"False","40000000","Roberto Benigni; Jim Belushi; Nicoletta Braschi; Carlo Giuffrè; Kim Rossi Stuart; Luis Molteni","Comedy; Family; Fantasy","10599","italy; lie; woodcutter; nose; puppet; wooden","Pinocchio","Roberto Benigni adapts the classic children's tale by Carlo Collodi for the big-budget family-oriented comedy Pinocchio.","6.463613","Miramax Films; Cecchi Gori Group; Buena Vista International","Italy; United States of America","2002-12-25","41323171.0","108.0","Italiano","Released","","Pinocchio","5.6","144.0"
"False","0","Ludivine Sagnier; Kristin Scott Thomas; Patrick Mille; Guillaume Marquet; Marie Guillard; Gérald Laroche; Olivier Rabourdin; Julien Rochefort; Mike Powers; Matthew Gonder; Jean-Pierre Leclerc; Stéphane Roquet; Frederic Venant; Stéphane Brel; Marie-Bénédicte Roy; Anne Girouard; Suzanne Renaud; Benoît Ferreux; Nils Moreau; Fabrice Donnio; Xavier Berlioz; Jean-Marie Juan; Michel Doré","Thriller; Crime; Mystery","53404","ambition; innocence; lawyer; office politics; crime; woman power; corporation; getting away with murder","Crime d'amour","In the sterile setting of a powerful multinational, two young women compete ... Isabelle is working under the orders of Christine, a woman of power she admires unreservedly.","2.440568","France 2 Cinéma; SBS Films; Divali Films","France","2010-08-09","0.0","104.0","English; Français; 日本語","Released","Ambition. Manipulation. Revenge.","Love Crime","6.4","29.0"
"False","0","Ed Harris; Amy Madigan; Henry Thomas; G. D. Spradlin; Lynn Wanlass; Bob L. Harris; Rusty Musselman; Robin Tunney; Norbert Weisser; Jerry Wills","TV Movie; Drama; Western; Romance","134806","","Riders of the Purple Sage","","0.332653","Rosemont Productions International; Zeke Productions","United States of America","1996-01-21","0.0","0.0","English","Released","","Riders of the Purple Sage","0.0","0.0"
"False","0","Shun Oguri; Yūsuke Santamaria; Keisuke Koide; Muga Tsukaji; Teruyuki Kagawa","Comedy; Mystery","27698","","キサラギ","The fanclub of a deceased Japanese idol gather together for the one year anniversary of her death. By combining forces they try to unearth the true circumstances surrounding her supposed suicide.","1.176904","Showgate","Japan","2007-06-16","0.0","0.0","日本語","Released","","Kisaragi","6.9","8.0"
"False","27000000","Bradley Cooper; Robert De Niro; Abbie Cornish; Andrew Howard; Anna Friel; Johnny Whitworth; Robert John Burke; Darren Goldstein; Tomas Arana; Ned Eisenberg; T.V. Carpio; Richard Bekins; Patricia Kalember; Cindy Katz; Brian Anthony Wilson; Rebecca Dayan","Thriller; Mystery; Science Fiction","51876","fictional place; politician; stalking; superhuman; writer; apartment; threat","Limitless","A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret """"smart drug"""" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.","12.114955","Rogue Pictures; Relativity Media; Virgin Produced; Many Rivers Productions; Boy of the Year; Intermedia","United States of America","2011-03-08","161849455.0","105.0","English; Italiano; Pусский; 普通话; Français","Released","What if a pill could make you rich and powerful?","Limitless","7.1","3888.0"
