"adult","budget","cast","genres","id","keywords","original_title","overview","popularity","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","0","Yul Brynner; Robert Mitchum; Charles Bronson; Maria Grazia Buccella; Herbert Lom; Robert Viharo; Frank Wolff; Diana Lorys; Alexander Knox; Robert Carricart; Andrés Monreal; Fernando Rey; Julio Peña; José María Prada; Regina de Julián; Antoñito Ruiz; Jill Ireland; John Ireland; Che Tejada","Action; Western","48564","mexico; resistance; mexican revolution; biography; historical figure; maverick; pancho villa; gunrunner; power struggle","Villa Rides","Pulled into the Mexican Revolution by his own greed, Texas gunrunner &amp; pilot Lee Arnold joins bandit-turned-patriot Pancho Villa &amp; his band of dedicated men in a march across Mexico battling the Colorados &amp; stealing women's hearts as they go. But each has a nemesis among his friends: Arnold is tormented by Fierro, Villa's right-hand-man; and Villa must face possible betrayal by his own president's naiveté","1.188777","Paramount Pictures","United States of America","1968-05-29","0.0","125.0","English","Released","Villa rages! Villa lusts! Villa kills! VILLA RIDES!","Villa Rides","5.8","15.0"
"False","0","Garry Chalk; Kathleen Barr; Willa Townsend; Melissa Sturm; Trevor Devall; Trevor Devall","Animation; Comedy; Family; Adventure","382517","bear; open season; elliot; boog","Open Season: Scared Silly","The humans and animals believe a werewolf is on the loose, and former hunter Shaw uses the opportunity to re-open the season. Boog, Elliot, and Mr. Weenie have to face their fears and find the werewolf to get the season closed permanently.","4.452672","Sony Pictures Animation","United States of America","2015-12-31","0.0","85.0","Dansk; English; ภาษาไทย","Released","","Open Season: Scared Silly","5.5","57.0"
"False","0","Eddie Cantor; Tony Martin; Roland Young; June Lang; Gypsy Rose Lee; John Carradine; Virginia Field; Jeni Le Gon; Douglass Dumbrille; Alan Dinehart; Maurice Cass; Warren Hymer; Stanley Fields; Paul Hurst; Charles Lane; Ferdinand Gottschalk","Comedy; Family; Fantasy","106515","dream; musical","Ali Baba Goes To Town","While visiting Hollywood a starstruck movie fan (Eddie Cantor) fantasizes about himself cast in an Arabian adventure. Director David Butler's comedy--with many songs--also features Tony Martin, Roland Young, Gypsy Rose Lee (billed as Rose Hovick), John Carradine, June Lang, Virginia Field, Charles Lane, The Peters Sisters and many big-name guest stars playing themselves.","0.496835","Twentieth Century Fox Film Corporation","United States of America","1937-10-29","0.0","81.0","English","Released","","Ali Baba Goes To Town","6.6","5.0"
"False","0","Trevor Morgan; Emmy Rossum; Charles Fleischer; Yannick Bisson; Peter Keleghan; Philip Granger","Family; Comedy; Drama","73527","","Genius","Charlie Boyle finds that even his high IQ can't solve all of his problems when he takes on a double life in order to make friends his own age.","0.364562","","","1999-08-29","0.0","82.0","English","Released","To fit in, genius Charlie Boyle added another side to himself","Genius","4.6","9.0"
"False","0","Lella Costa; Dario Fo; Lella Costa; Dario Fo; Alida Milana","Animation; Family; Foreign","52989","","La freccia azzurra","When Santa's helper La Befana falls ill and must take off a Christmas Eve, she recruits Scarafoni to help deliver all the toys. No one but the toys knows is that Scarafoni plans to auction off the toys to the highest bidder, which means the toys won't make it to the children who have been good all year and deserve them. The toys decide to deliver themselves, and the story follows them as they struggle to avoid the heartless Scarafoni and to find their true homes.","0.266335","Alpha-Film (II); Lanterna Magica; Monipoly Productions; Fama Film","Italy; Switzerland; Germany; Luxembourg","1996-12-05","0.0","92.0","Italiano","Released","","How the Toys Saved Christmas","6.8","18.0"
"False","75000000","Ben Stiller; Chris Rock; David Schwimmer; Jada Pinkett Smith; Sacha Baron Cohen; Paco León; Cedric the Entertainer; Andy Richter; Tom McGrath; Christopher Knights; Chris Miller; Conrad Vernon; Eric Darnell; David Cowgill; Elisa Gabrielli; Stephen Apostolina; Devika Parikh; David P. Smith; Cody Cameron; Bob Saget; Jeffrey Katzenberg","Family; Animation","953","lion; hippopotamus; giraffe; penguin; zebra","Madagascar","Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.","16.136217","DreamWorks SKG; Pacific Data Images (PDI); DreamWorks Animation","United States of America","2005-05-25","532680671.0","86.0","English; Français; Português; Español; ภาษาไทย","Released","Someone's got a zoo loose.","Madagascar","6.6","3322.0"
"False","0","Guy Williams; Heidi Brühl; Pedro Armendáriz; Abraham Sofaer; Bernie Hamilton; Helmuth Schneider; Margaret Jahnen; Rolf Wanka","Family; Fantasy; Action; Adventure","41725","sinbad","Captain Sindbad","After completing his voyages Sindbad the Sailor and his hearty crew have come home to find a palace coup d'etat has occurred and his home city is being run by a brutal dictator played by Pedro Armendariz. He's got designs on the beautiful young princess, Heidi Bruhl both lustful and political.","0.951943","King Brothers Productions; Metro-Goldwyn-Mayer (MGM)","United States of America; Germany","1963-04-12","0.0","85.0","English","Released","Scimitars flash... danger flames... as adventure's mightiest hero dares his greatest conquest!","Captain Sindbad","5.2","6.0"
"False","18000000","Christopher Lloyd; Matt Clark; Juanin Clay; Jason Robards; John Bennett Perry; David Hayward; Richard Farnsworth; Marc Gilpin; John Hart; Klinton Spilsbury; Michael Horse; Lincoln Tate; Ted Flicker; Bonita Granville","Action; Adventure; Romance; Western","38665","lone ranger; wild bill hickok; buffalo bill; the lone ranger","The Legend of the Lone Ranger","When the young Texas Ranger, John Reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, Butch Cavendich, he is rescued by an old childhood Comanche friend, Tonto. When he recovers from his wounds, he dedicates his life to fighting the evil that Cavendich represents. To this end, John Reid becomes the great masked western hero, The Lone Ranger. With the help of Tonto, the pair go to rescue President Grant when Cavendich takes him hostage.","1.38292","ITC Entertainment","United States of America","1981-08-20","2945600.0","98.0","English","Released","The untold story of the man behind the mask, and the legend behind the man.","The Legend of the Lone Ranger","3.7","14.0"
"False","0","Ken Maynard; Evalyn Knapp; H.B. Warner; Kenneth Thomson; George 'Gabby' Hayes; Wheeler Oakman; George Burton; George Chesebro; Gene Autry; Smiley Burnette; Edward Hearn","Comedy; Crime; Romance; Western","182035","sheriff; horse; musician; cowboy; singing cowboy","In Old Santa Fe","Gangster Chandler and his accomplice Tracy arrive at a dude ranch. Cowboy Kentucky arrives at the same time. When Tracy double-crosses his boss and has the stage robbed, Kentucky finds the outlaws and brings them in. Tracy frames him for the murder of the driver but his pal Cactus gets him out of jail. He returns just as Chandler shoots Tracy and Kentucky finds himself arrested for another murder.","0.100442","Mascot Pictures","United States of America","1934-11-15","0.0","64.0","English","Released","An unusual and colorful western with music and a beautiful background.","In Old Santa Fe","0.0","0.0"
"False","0","Ken Maynard; Evalyn Knapp; H.B. Warner; Kenneth Thomson; George 'Gabby' Hayes; Wheeler Oakman; George Burton; George Chesebro; Gene Autry; Smiley Burnette; Edward Hearn","Comedy; Crime; Romance; Western","182035","sheriff; horse; musician; cowboy; singing cowboy","In Old Santa Fe","Gangster Chandler and his accomplice Tracy arrive at a dude ranch. Cowboy Kentucky arrives at the same time. When Tracy double-crosses his boss and has the stage robbed, Kentucky finds the outlaws and brings them in. Tracy frames him for the murder of the driver but his pal Cactus gets him out of jail. He returns just as Chandler shoots Tracy and Kentucky finds himself arrested for another murder.","0.100442","Mascot Pictures","United States of America","1934-11-15","0.0","64.0","English","Released","An unusual and colorful western with music and a beautiful background.","In Old Santa Fe","0.0","0.0"
"False","0","Mary-Kate Olsen; Ashley Olsen; Martin Mull","Drama; Family","50326","","How The West Was Fun","Twins Suzy and Jessica visit granny Natty's dude ranch in the Wild West. The ranch has too few paying visitors and granny may have to sell the ranch to evil developer Bart unless """"somebody"""" can help her. The twins also find the diary of their deceased mother.","2.725497","Green/Epstein Productions; Warner Bros. Television; American Broadcasting Company (ABC); Dualstar Productions","Canada","1994-11-19","0.0","96.0","English","Released","","How The West Was Fun","4.6","13.0"
"False","0","Jay North; Martin Milner; Andy Devine; Joyce Meadows; Jim Davis; Dorothy Green; Karen Green; Vaughn Taylor; Wayne Thomas","Comedy; Family","150247","zoo","Zebra in the Kitchen","A young boy lets the animals out of their cages at the Zoo, to set them free, but the animals start taking over the town.","0.132194","Metro-Goldwyn-Mayer (MGM)","United States of America","1965-06-01","0.0","92.0","English","Released","The crazy day the animals came out to play!","Zebra in the Kitchen","5.0","1.0"
"False","0","Alberto Dell'Acqua; Harry Baird; Beatrice Pella; Stelio Candelli; Dante Maggio; Ezio Marano; Lars Bloch; Carla Mancini","Western; Comedy","102959","spaghetti western; jail cell; double barreled shotgun","Trinità e Sartana figli di…","Sartana and Trinity set out on a grudging relationship hell bent for gold and comic brawls. - East West DVD sleeve","0.517359","Metheus Film","Italy","1972-05-30","0.0","103.0","Italiano","Released","","Trinity and Sartana Are Coming","5.0","1.0"
"False","0","Anastasiya Vertinskaya; Viktor Rakov; Valentin Gaft; Mikhail Ulyanov; Nikolay Burlyaev; Sergey Garmash; Viktor Pavlov; Aleksandr Filippenko; Vladimir Steklov; Vyacheslav Shalevich ; Spartak Mishulin; Lev Durov; Sergey Nikonenko; Igor Vernik; Aleksandra Zakharova; Amayak Akopyan; Borislav Brondukov; Mikhail Danilov; Yuri Duvanov; Valentin Golubenko; Lyudmila Ivanova; Vladimir Kashpur; Natalya Krachkovskaya; Leonid Kuravlyov; Igor Kvasha; Valeriy Nosik; Viktor Sergachyov; Yuriy Sherstnyov; Roman Tkachuk; Mariya Vinogradova; Vadim Zakharchenko; Leonid Kanevskiy; Mikhail Kozakov; Valentin Nikulin; Sergei Yursky","Drama; Mystery; Romance; Fantasy","63163","","Мастер и Маргарита","Master is a talented writer in Moscow working on a manuscript about the biblical Jesus and Pontius Pilate. Authorities in Moscow are harassing Master by surveillance and intimidation. Victimized by their harassment, Master throws his manuscript into the fire, before he is locked up in a mental clinic. His assistant and Muse Margarita tries to help Master using the supernatural powers she got from the devil - Woland who is visiting Moscow..","0.813845","Tvorcheskaya Assotsiatsiya Mezhdunarodnykh Programm","Russia","1994-06-06","0.0","128.0","Pусский","Released","Manuscripts don't burn","The Master and Margarita","5.6","6.0"
"False","84000000","Jamie Kennedy; Alan Cumming; Traylor Howard; Kal Penn; Steven Wright; Bob Hoskins; Ben Stein","Fantasy; Comedy; Family; Adventure","10214","baby; mask; viking","Son of the Mask","Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son """"born of the mask"""", he discovers just how looney child raising can be.","6.512277","New Line Cinema; Pathé Distribution","Germany; United States of America","2005-02-18","0.0","94.0","English","Released","Who's next?","Son of the Mask","3.6","346.0"
"False","0","Basil Rathbone; Nigel Bruce; Alan Mowbray; Dennis Hoey; Renee Godfrey; Frederick Worlock; Mary Forbes; Skelton Knaggs; Billy Bevan; Geoffrey Steele","Adventure; Thriller; Crime; Mystery","20408","mathematics; sherlock holmes; mystery; playing gin; gin rummy","Terror by Night","Holmes is hired by Roland Carstairs to prevent the theft of the Star of Rhodesia, an enormous diamond owned by Carstairs' mother, Lady Margaret. Believing the diamond will be stolen on a train trip from London to Edinburgh, Holmes deftly switches diamonds with Lady Margaret while in her compartment. Soon after, Roland is murdered and the fake diamond is stolen.","4.660762","Universal Pictures","United States of America","1946-02-01","0.0","60.0","English","Released","One Way Ticket to DEATH..!","Terror by Night","6.6","27.0"
"False","0","James Cagney; Humphrey Bogart; Rosemary Lane; Donald Crisp; Harvey Stephens; Hugh Sothern; Charles Middleton; Edward Pawley; Ward Bond; Lew Harvey; Trevor Bardette; John Miljan; Arthur Aylesworth; Irving Bacon; Joe Devlin; Wade Boteler; Gene Alsace; Earl Askam; Don Barclay; Clem Bevans; Ed Brady; Al Bridge; Glen Cavender; Tom Chatterton; George Chesebro; Tex Cooper; Earl Dwire; Rosina Galli; Sam Garrett; Kit Guard; John Harron; Herbert Heywood; Stuart Holmes; Robert Homans; Al J. Jennings; Soledad Jiménez; Bob Kortman; George Lloyd; Jim Mason; Ray Mayer; Frank Mayo; Jack Mower; Horace Murphy; Harry Myers; Tex Phelps; George Regas; John J. Richardson; Joe Rickson; Cliff Saum; Jeffrey Sayre; Elliott Sullivan; Harry Tenbrook; Jack Tornek; Blackie Whiteford; Dan Wolheim","Western; History","39459","outlaw; murder; street shootout; salon","The Oklahoma Kid","McCord's gang robs the stage carrying money to pay Indians for their land, and the notorious outlaw """"The Oklahoma Kid"""" Jim Kincaid takes the money from McCord. McCord stakes a """"sooner"""" claim on land which is to be used for a new town; in exchange for giving it up he gets control of gambling and saloons. When Kincaid's father runs for mayor, McCord incites a mob to lynch the old man whom McCord has already framed for murder.","0.894215","Warner Bros.","United States of America","1939-03-11","0.0","85.0","English","Released","Greater Than """"Cimarron"""" - Packed with Thrills - Loaded with Action . . . As an Exciting page from American history is unfolded upon the screen !","The Oklahoma Kid","5.7","5.0"
"False","1500000","James Stewart; John Dall; Farley Granger; Constance Collier; Douglas Dick; Edith Evanson; Dick Hogan; Joan Chandler; Cedric Hardwicke","Crime; Drama; Mystery; Thriller","1580","planned murder; banquet; victim of murder; footlocker; strangle; rope; suspense; based on play or musical; long take","Rope","Two young men strangle their """"inferior"""" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the """"perfection"""" of their crime.","7.248676","Transatlantic Pictures; Warner Bros.; Metro-Goldwyn-Mayer (MGM)","United States of America","1948-08-23","2200000.0","80.0","English","Released","","Rope","7.8","539.0"
"False","0","Audrey Hepburn; Ben Gazzara; Patti Hansen; John Ritter; Dorothy Stratten; Blaine Novak; Colleen Camp; Glenn Scarpelli; Vassili Lambrinos","Drama; Comedy; Thriller; Mystery; Romance","31921","","They All Laughed","A mad cap private-eye caper about a team of detectives who are following, and are being followed by, a group of beautiful women.","1.718048","","United States of America","1981-01-01","0.0","115.0","English","Released","Some of them promised they'd never fall in love.","They All Laughed","5.5","11.0"
"False","0","Jasna Fritzi Bauer; Victoria Trauttmansdorff; Waldemar Kobus; Stefan Kurt; Renate Delfs; Falk Rockstroh; Katja Liebing; Traute Hoess; Nora Tschirner; Neil Malik Abdullah; André Erkau; Stefan Lampadius; Thorsten Loeb; Stefan Preiss; Jörg Reimers; Jürgen Rißmann; Carole Schmitt; Gabriele Schulze; Christian Tasche; Andreas Windhuis","Comedy; Drama; Family","70757","grandmother granddaughter relationship; tourette syndrome; uncle niece relationship","Ein Tick anders","Eva lives a happy life with her ​​father, an unsuccessful but always optimistic car salesman, her consumerist mother, and her quirky grandmother. But Eva is a tad different - she suffers from Tourette's syndrome. Her family has long been accustomed to her tics and the accompanying insults and bullying, and Eva has come to grips with her role as an outsider. When her father gets a job offer to work in Berlin, they must suddenly leave their familiar surroundings. But Eva won't have it, this move must be prevented - at any price!","0.993068","ARTE; Norddeutscher Rundfunk (NDR)","Germany","2011-07-07","0.0","92.0","Deutsch","Released","","Alive and Ticking","6.2","18.0"
"False","0","Andy Weiss; Connor Synder; Geneve Rupert; Chris McGurrin; Damon Schoeffler","Family","85580","woman director","Flyin' Ryan","When twelve-year-old Ryan is forced to move to a new town, he soon discovers the kids there are mean and tough. And they really don't like strangers. But when they steal his dog Theo, Ryan is given a strange pair of magical shoes and finds that the sky's the limit.","0.003331","","United States of America","2003-04-30","0.0","84.0","English","Released","The sky's the limit!","Flyin' Ryan","0.0","0.0"
"False","0","Briana Evigan; Paul Campbell; Jacqueline Samuda; Greg Evigan; Tony Alcantar; Jay Brazeau; Tara Wilson","Family; Romance; TV Movie","363482","princess; christmas","Once Upon A Holiday","When an actual, honest-to-goodness royal princess runs off from her official obligations and duties for a couple of days to see how the other half lives, she winds up falling for a good Samaritan who is unaware of her real identity during the holiday season. Will her true love still feel the same way once he learns the truth?","1.617017","","","2015-11-25","0.0","84.0","English; Español","Released","","Once Upon A Holiday","5.9","22.0"
"False","0","Rita Christiani; Maya Deren; Anaïs Nin; Frank Westbrook; Gore Vidal","Mystery","105711","dance; woman director; short","Ritual in Transfigured Time","A social event choreographed in the manner of a dance, illuminated by concepts drawn from Greek legend; one of filmmaker Maya Deren’s most intriguing works.","0.764136","","United States of America","1946-01-01","0.0","15.0","No Language","Released","","Ritual in Transfigured Time","7.8","12.0"
"False","0","Shirley Temple; Jean Hersholt; Mary Nash; Marcia Mae Jones; Arthur Treacher; Mady Christians; Thomas Beck; Helen Westley; Delmar Watson; Sidney Blackmer; Pauline Moore; Egon Brecher; Christian Rub; George Humbert; Sig Ruman; Bodil Rosing; Dorothy Vernon","Drama; Family; Music","28345","gypsy; butler; grandfather; love; mansion; police arrest; governess; companion; goats; christmas; snow globe; frankfurt; crippled child; kidnapped; orphan girl; wicked woman; caroling; german alps; sleigh ride; organ grinder's monkey; alpine cabin","Heidi","Heidi is orphaned and her uncaring maternal Aunt Dete takes her to the mountains to live with her reclusive, grumpy paternal grandfather, Adolph Kramer. Heidi brings her grandfather back into mountain society through her sweet ways and sheer love. When Dete later returns and steals Heidi away to become the companion of a rich man's wheelchair-bound daughter, the grandfather is heartsick to discover his little girl missing and immediately sets out to get her back.","1.396","Twentieth Century Fox Film Corporation","United States of America","1937-10-15","0.0","88.0","English","Released","Shirley's A Little Swiss Miss In The Loveliest Story of Her Career !","Heidi","7.2","22.0"
"False","30000000","Rachel McAdams; Noomi Rapace; Karoline Herfurth; Paul Anderson; Rainer Bock; Benjamin Sadler; Dominic Raacke; Ian T. Dickinson; Frank Witter; Leila Rozario; Alexander Yassin","Thriller; Drama; Crime; Mystery","109099","dream; blackmail; talent; nudity; seduction; boss; remake; rivalry; murder; lesbian; advertising; humiliation; drunk; agency","Passion","The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.","10.260026","France 2 Cinéma; Integral Film; Canal+; SBS Productions","Germany; Spain; France; United Kingdom","2012-09-07","0.0","100.0","English; Deutsch","Released","No backstabbing. Just business","Passion","5.1","146.0"
"False","0","Humphrey Bogart; Lauren Bacall; John Ridgely; Martha Vickers; Dorothy Malone; Peggy Knudsen; Charles Waldron; Regis Toomey; Charles D. Brown; Elisha Cook Jr.; Louis Jean Heydt; Bob Steele; Sonia Darrin","Crime; Drama; Mystery; Thriller","910","poison; gambling; detective; suspense; los angeles; drug; classic noir; private detective; book store; philip marlowe; missing person; film noir","The Big Sleep","Private Detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.","6.987617","Warner Bros.","United States of America","1946-08-23","0.0","116.0","English","Released","The picture they were born for!","The Big Sleep","7.6","244.0"
"False","22000000","Julianne Moore; Jonathan Rhys Meyers; Jeffrey DeMunn; Frances Conroy; Nate Corddry; Brooklynn Proulx; Brian Anthony Wilson; Joyce Feurring; Steven Rishard; Charles Techman; John Peakes; Michale Graves; Chaz Moneypenny; Charles David Richards; Rick Applegate; Loretta Higgins; Tamara Johnson; James Howard; David Dale McCue; Irene Ziegler; William Kania; Giovanna Yannotti; Stephanie Macdougall; Jules Sylvester","Horror; Mystery; Thriller","41505","soul; faith; supernatural; murder; fear; psychiatrist; surgery; catholicism; multiple personality; flashback","Shelter","A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.","11.634377","NALA Films; IM Global; Maraci/Edelstein Films; Shelter Productions","United States of America","2010-03-27","851517.0","112.0","English","Released","Evil will rise.","Shelter","5.7","213.0"
"False","0","Tara Strong; Ashleigh Ball; Andrea Libman; Tabitha St. Germain; Cathy Weseluck; Nicole Oliver; Nicole Oliver; Claire Corlett; Richard Ian Cox; Michelle Creber; Britt McKillip; Peter New; Madeleine Peters; Lee Tockar","Animation; Comedy; Family; Fantasy; Music","201676","magic; pony; friendship; high school; pegasus; princess; crown; prom; based on toy; good vs evil; based on tv series; another dimension; girl; unicorn; prom queen; adaptation; human; quest","My Little Pony: Equestria Girls","Via a magic mirror, Twilight Sparkle travels into an alternate universe in order to recover a crown that was stolen from the Crystal Empire. Upon her arrival she is horrified to learn that she has turned into a human.","8.353231","Hasbro; DHX Media","United States of America","2013-06-15","0.0","72.0","English","Released","The magic of friendship never changes.","My Little Pony: Equestria Girls","7.1","41.0"
"False","0","Eric Portman; Edana Romney; Barbara Mullen; Hugh Sinclair; Bruce Belfrage; Alan Wheatley; Joan Maude; Leslie Weston; Hugh Latimer; John Penrose; Christopher Lee; Lois Maxwell; Mavis Villiers; Thora Hird","Drama; Fantasy; Mystery; Romance; Thriller","27112","artist; painting","Corridor of Mirrors","A man falls in love with a beautiful young woman and begins to suspect that he may have also loved her in a previous life.","0.482651","Apollo Films","","1948-07-24","0.0","105.0","English","Released","","Corridor of Mirrors","5.1","3.0"
"False","0","Franco Nero; Christopher Connelly; Licinia Lentini; William Berger; Roberto Posse; Donald Pleasence; Alessandro Di Chio; Rodrigo Obregón; Micky; Bill Moore; Consuelo Reina","Western","77079","spaghetti western; django","Django 2: il grande ritorno","Former gunfighter Django has become a monk and abandoned his violent former ways. His daughter is kidnapped by rogue Hungarian soldiers using slave labor to run a silver mine. Django casts off his habit and digs up his machine gun to practice a little liberation theology.","0.540326","Reteitalia; Dania Film; National Cinematografica; Filmes International","Italy","1987-10-22","0.0","96.0","English; Italiano; Español","Released","Forget Young Guns. Here comes the BIG GUN.","Django Strikes Again","4.6","4.0"
"False","0","Pierre Grasset; Christiane Eudes; Ginger Hall; Jean-Pierre Melville","Crime; Drama; Mystery; Thriller","27061","new york; french noir","Deux hommes dans Manhattan","Two French journalists become embroiled in a criminal plot in New York City involving a disappeared United Nations diplomat.","0.726282","","France","1959-10-16","0.0","84.0","English; Français","Released","","Two Men in Manhattan","6.5","12.0"
"False","0","Alan Cumming; Sean Bean; David Thewlis; Jim Carter; Peter Davison; Alun Armstrong; John McEnery; Eleanor Bron; Peter Cook; Georgina Armstrong; Adrian Ross Magenty; Anthony Walters; Gemma Paternoster; Andrew Knott; David Ryall; Vic Armstrong; Vincent Regan; Matthew Scurfield; Sean Blowers; Rupert Penry-Jones","Action; Adventure; Drama; Family","14522","horse; country life; woman director","Black Beauty","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.","8.398845","Warner Bros.","United Kingdom; United States of America","1994-07-29","0.0","88.0","English","Released","","Black Beauty","6.6","68.0"
"False","0","Ferec Bandi; Józsefné Rácz; Ági Margitai","Crime; Drama; Foreign; Mystery","35848","mystery; independent film; criminal","Hukkle","Using almost no dialogue, the film follows a number of residents (both human and animal) of a small rural community in Hungary - an old man with hiccups, a shepherdess and her sheep, an old woman who may or may not be up to no good, some folk-singers at a wedding, etc. While most of the film is a series of vignettes, there is a sinister and often barely perceptible subplot involving murder.","0.656484","","Hungary","2002-10-24","0.0","78.0","Český; Magyar","Released","","Hukkle","6.6","16.0"
"False","0","Johnny Whitaker; Celeste Holm; Warren Oates; Jeff East; Jodie Foster; Lucille Benson; Henry Jones; Noah Keen; Dub Taylor; Richard Eastham; Sandy Kenyon; Joshua Hill Lewis; Susan Joyce; Steve Hogg; Sean Summers; Kevin Jefferson; Page Williams; James A. Kuhn; Mark Lynch; Mark Lynch; Anne Voss; Kunu Hank","Family; Music","42473","","Tom Sawyer","Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral, and witnessing a murder.","1.490174","United Artists","United States of America","1973-01-01","0.0","103.0","English","Rumored","","Tom Sawyer","6.3","21.0"
"False","0","Dennis Quaid; Sharon Stone; Stephen Dorff; Juliette Lewis; Kristen Stewart; Ryan Wilson; Dana Eskelson; Christopher Plummer","Mystery; Thriller","12767","country house; independent film","Cold Creek Manor","Wanting to escape city life for the countryside, New Yorkers Cooper Tilson (Quaid), his wife Leah (Stone) and their two children move into a dilapidated old mansion still filled with the possessions of the previous family. Turning it into their dream house soon becomes a living nightmare when the previous owner (Dorff) shows up, and a series of terrifying incidents lead them on a spine-tingling search for clues to the estate's dark and lurid past","5.84474","Touchstone Pictures","Canada; United Kingdom; United States of America","2003-09-19","21384035.0","118.0","English","Released","The perfect house hides the perfect crime.","Cold Creek Manor","4.9","114.0"
